# dt=0.025000000000000001 sample_every_steps=10 sample_dt=0.25 start_time=200
# probe0 label=center component=ey x=0 y=0 z=0
# probe1 label=x+0.25 component=ey x=0.25 y=0 z=0
# probe2 label=y+0.25 component=ey x=0 y=0.25 z=0
t,re0,im0,re1,im1,re2,im2
284.25,0,0,0,0,0,0
284.5,0,0,0,0,0,0
284.75,0,0,0,0,0,0
285,0,0,0,0,0,0
285.25,0,0,0,0,0,0
285.5,0,0,0,0,0,0
285.75,0,0,0,0,0,0
286,0,0,0,0,0,0
286.25,0,0,0,0,0,0
286.5,0,0,0,0,0,0
286.75,0,0,0,0,0,0
287,0,0,0,0,0,0
287.25,0,0,0,0,0,0
287.5,0,0,0,0,0,0
287.75,0,0,0,0,0,0
288,0,0,0,0,0,0
288.25,0,0,0,0,0,0
288.5,0,0,0,0,0,0
288.75,0,0,0,0,0,0
289,0,0,0,0,0,0
289.25,0,0,0,0,0,0
289.5,0,0,0,0,0,0
289.75,0,0,0,0,0,0
290,0,0,0,0,0,0
290.25,0,0,0,0,0,0
290.5,0,0,0,0,0,0
290.75,0,0,0,0,0,0
291,0,0,0,0,0,0
291.25,0,0,0,0,0,0
291.5,0,0,0,0,0,0
291.75,0,0,0,0,0,0
292,0,0,0,0,0,0
292.25,0,0,0,0,0,0
292.5,0,0,0,0,0,0
292.75,0,0,0,0,0,0
293,0,0,0,0,0,0
293.25,0,0,0,0,0,0
293.5,0,0,0,0,0,0
293.75,0,0,0,0,0,0
294,0,0,0,0,0,0
294.25,0,0,0,0,0,0
294.5,0,0,0,0,0,0
294.75,0,0,0,0,0,0
295,0,0,0,0,0,0
295.25,0,0,0,0,0,0
295.5,0,0,0,0,0,0
295.75,0,0,0,0,0,0
296,0,0,0,0,0,0
296.25,0,0,0,0,0,0
296.5,0,0,0,0,0,0
296.75,0,0,0,0,0,0
297,0,0,0,0,0,0
297.25,0,0,0,0,0,0
297.5,0,0,0,0,0,0
297.75,0,0,0,0,0,0
298,0,0,0,0,0,0
298.25,0,0,0,0,0,0
298.5,0,0,0,0,0,0
298.75,0,0,0,0,0,0
299,0,0,0,0,0,0
299.25,0,0,0,0,0,0
299.5,0,0,0,0,0,0
299.75,0,0,0,0,0,0
300,0,0,0,0,0,0
