# dt=0.025000000000000001 sample_every_steps=10 sample_dt=0.25 start_time=200
# probe0 label=center component=ey x=0 y=0 z=0
# probe1 label=x+0.25 component=ey x=0.25 y=0 z=0
# probe2 label=y+0.25 component=ey x=0 y=0.25 z=0
t,re0,im0,re1,im1,re2,im2
284.25,0,0,0,0,0,0
284.5,0,0,0,0,0,0
284.75,0,0,0,0,0,0
285,0,0,0,0,0,0
285.25,0,0,0,0,0,0
285.5,0,0,0,0,0,0
285.75,0,0,0,0,0,0
286,0,0,0,0,0,0
286.25,0,0,0,0,0,0
286.5,0,0,0,0,0,0
286.75,0,0,0,0,0,0
287,0,0,0,0,0,0
287.25,0,0,0,0,0,0
287.5,0,0,0,0,0,0
287.75,0,0,0,0,0,0
288,0,0,0,0,0,0
288.25,0,0,0,0,0,0
288.5,0,0,0,0,0,0
288.75,0,0,0,0,0,0
289,0,0,0,0,0,0
289.25,0,0,0,0,0,0
289.5,0,0,0,0,0,0
289.75,0,0,0,0,0,0
290,0,0,0,0,0,0
290.25,0,0,0,0,0,0
290.5,0,0,0,0,0,0
290.75,0,0,0,0,0,0
291,0,0,0,0,0,0
291.25,0,0,0,0,0,0
291.5,0,0,0,0,0,0
291.75,0,0,0,0,0,0
292,0,0,0,0,0,0
292.25,0,0,0,0,0,0
292.5,0,0,0,0,0,0
292.75,0,0,0,0,0,0
293,0,0,0,0,0,0
293.25,0,0,0,0,0,0
293.5,0,0,0,0,0,0
293.75,0,0,0,0,0,0
294,0,0,0,0,0,0
294.25,0,0,0,0,0,0
294.5,0,0,0,0,0,0
294.75,0,0,0,0,0,0
295,0,0,0,0,0,0
295.25,0,0,0,0,0,0
295.5,0,0,0,0,0,0
295.75,0,0,0,0,0,0
296,0,0,0,0,0,0
296.25,0,0,0,0,0,0
296.5,0,0,0,0,0,0
296.75,0,0,0,0,0,0
297,0,0,0,0,0,0
297.25,0,0,0,0,0,0
297.5,0,0,0,0,0,0
297.75,0,0,0,0,0,0
298,0,0,0,0,0,0
298.25,0,0,0,0,0,0
298.5,0,0,0,0,0,0
298.75,0,0,0,0,0,0
299,0,0,0,0,0,0
299.25,0,0,0,0,0,0
299.5,0,0,0,0,0,0
299.75,0,0,0,0,0,0
300,0,0,0,0,0,0
300.25,0,0,0,0,0,0
300.5,0,0,0,0,0,0
300.75,0,0,0,0,0,0
301,0,0,0,0,0,0
301.25,0,0,0,0,0,0
301.5,0,0,0,0,0,0
301.75,0,0,0,0,0,0
302,0,0,0,0,0,0
302.25,0,0,0,0,0,0
302.5,0,0,0,0,0,0
302.75,0,0,0,0,0,0
303,0,0,0,0,0,0
303.25,0,0,0,0,0,0
303.5,0,0,0,0,0,0
303.75,0,0,0,0,0,0
304,0,0,0,0,0,0
304.25,0,0,0,0,0,0
304.5,0,0,0,0,0,0
304.75,0,0,0,0,0,0
305,0,0,0,0,0,0
305.25,0,0,0,0,0,0
305.5,0,0,0,0,0,0
305.75,0,0,0,0,0,0
306,0,0,0,0,0,0
306.25,0,0,0,0,0,0
306.5,0,0,0,0,0,0
306.75,0,0,0,0,0,0
307,0,0,0,0,0,0
307.25,0,0,0,0,0,0
307.5,0,0,0,0,0,0
307.75,0,0,0,0,0,0
308,0,0,0,0,0,0
308.25,0,0,0,0,0,0
308.5,0,0,0,0,0,0
308.75,0,0,0,0,0,0
309,0,0,0,0,0,0
309.25,0,0,0,0,0,0
309.5,0,0,0,0,0,0
309.75,0,0,0,0,0,0
310,0,0,0,0,0,0
310.25,0,0,0,0,0,0
310.5,0,0,0,0,0,0
310.75,0,0,0,0,0,0
311,0,0,0,0,0,0
311.25,0,0,0,0,0,0
311.5,0,0,0,0,0,0
311.75,0,0,0,0,0,0
312,0,0,0,0,0,0
312.25,0,0,0,0,0,0
312.5,0,0,0,0,0,0
312.75,0,0,0,0,0,0
313,0,0,0,0,0,0
313.25,0,0,0,0,0,0
313.5,0,0,0,0,0,0
313.75,0,0,0,0,0,0
314,0,0,0,0,0,0
314.25,0,0,0,0,0,0
314.5,0,0,0,0,0,0
314.75,0,0,0,0,0,0
315,0,0,0,0,0,0
315.25,0,0,0,0,0,0
315.5,0,0,0,0,0,0
315.75,0,0,0,0,0,0
316,0,0,0,0,0,0
316.25,0,0,0,0,0,0
316.5,0,0,0,0,0,0
316.75,0,0,0,0,0,0
317,0,0,0,0,0,0
317.25,0,0,0,0,0,0
317.5,0,0,0,0,0,0
317.75,0,0,0,0,0,0
318,0,0,0,0,0,0
318.25,0,0,0,0,0,0
318.5,0,0,0,0,0,0
318.75,0,0,0,0,0,0
319,0,0,0,0,0,0
319.25,0,0,0,0,0,0
319.5,0,0,0,0,0,0
319.75,0,0,0,0,0,0
320,0,0,0,0,0,0
320.25,0,0,0,0,0,0
320.5,0,0,0,0,0,0
320.75,0,0,0,0,0,0
321,0,0,0,0,0,0
321.25,0,0,0,0,0,0
321.5,0,0,0,0,0,0
321.75,0,0,0,0,0,0
322,0,0,0,0,0,0
322.25,0,0,0,0,0,0
322.5,0,0,0,0,0,0
322.75,0,0,0,0,0,0
323,0,0,0,0,0,0
323.25,0,0,0,0,0,0
323.5,0,0,0,0,0,0
323.75,0,0,0,0,0,0
324,0,0,0,0,0,0
324.25,0,0,0,0,0,0
324.5,0,0,0,0,0,0
324.75,0,0,0,0,0,0
325,0,0,0,0,0,0
325.25,0,0,0,0,0,0
325.5,0,0,0,0,0,0
325.75,0,0,0,0,0,0
326,0,0,0,0,0,0
326.25,0,0,0,0,0,0
326.5,0,0,0,0,0,0
326.75,0,0,0,0,0,0
327,0,0,0,0,0,0
327.25,0,0,0,0,0,0
327.5,0,0,0,0,0,0
327.75,0,0,0,0,0,0
328,0,0,0,0,0,0
328.25,0,0,0,0,0,0
328.5,0,0,0,0,0,0
328.75,0,0,0,0,0,0
329,0,0,0,0,0,0
329.25,0,0,0,0,0,0
329.5,0,0,0,0,0,0
329.75,0,0,0,0,0,0
330,0,0,0,0,0,0
330.25,0,0,0,0,0,0
330.5,0,0,0,0,0,0
330.75,0,0,0,0,0,0
331,0,0,0,0,0,0
331.25,0,0,0,0,0,0
331.5,0,0,0,0,0,0
331.75,0,0,0,0,0,0
332,0,0,0,0,0,0
332.25,0,0,0,0,0,0
332.5,0,0,0,0,0,0
332.75,0,0,0,0,0,0
333,0,0,0,0,0,0
333.25,0,0,0,0,0,0
333.5,0,0,0,0,0,0
333.75,0,0,0,0,0,0
334,0,0,0,0,0,0
334.25,0,0,0,0,0,0
334.5,0,0,0,0,0,0
334.75,0,0,0,0,0,0
335,0,0,0,0,0,0
335.25,0,0,0,0,0,0
335.5,0,0,0,0,0,0
335.75,0,0,0,0,0,0
336,0,0,0,0,0,0
336.25,0,0,0,0,0,0
336.5,0,0,0,0,0,0
336.75,0,0,0,0,0,0
337,0,0,0,0,0,0
337.25,0,0,0,0,0,0
337.5,0,0,0,0,0,0
337.75,0,0,0,0,0,0
338,0,0,0,0,0,0
338.25,0,0,0,0,0,0
338.5,0,0,0,0,0,0
338.75,0,0,0,0,0,0
339,0,0,0,0,0,0
339.25,0,0,0,0,0,0
339.5,0,0,0,0,0,0
339.75,0,0,0,0,0,0
340,0,0,0,0,0,0
340.25,0,0,0,0,0,0
340.5,0,0,0,0,0,0
340.75,0,0,0,0,0,0
341,0,0,0,0,0,0
341.25,0,0,0,0,0,0
341.5,0,0,0,0,0,0
341.75,0,0,0,0,0,0
342,0,0,0,0,0,0
342.25,0,0,0,0,0,0
342.5,0,0,0,0,0,0
342.75,0,0,0,0,0,0
343,0,0,0,0,0,0
343.25,0,0,0,0,0,0
343.5,0,0,0,0,0,0
343.75,0,0,0,0,0,0
344,0,0,0,0,0,0
344.25,0,0,0,0,0,0
344.5,0,0,0,0,0,0
344.75,0,0,0,0,0,0
345,0,0,0,0,0,0
345.25,0,0,0,0,0,0
345.5,0,0,0,0,0,0
345.75,0,0,0,0,0,0
346,0,0,0,0,0,0
346.25,0,0,0,0,0,0
346.5,0,0,0,0,0,0
346.75,0,0,0,0,0,0
347,0,0,0,0,0,0
347.25,0,0,0,0,0,0
347.5,0,0,0,0,0,0
347.75,0,0,0,0,0,0
348,0,0,0,0,0,0
348.25,0,0,0,0,0,0
348.5,0,0,0,0,0,0
348.75,0,0,0,0,0,0
349,0,0,0,0,0,0
349.25,0,0,0,0,0,0
349.5,0,0,0,0,0,0
349.75,0,0,0,0,0,0
350,0,0,0,0,0,0
350.25,0,0,0,0,0,0
350.5,0,0,0,0,0,0
350.75,0,0,0,0,0,0
351,0,0,0,0,0,0
351.25,0,0,0,0,0,0
351.5,0,0,0,0,0,0
351.75,0,0,0,0,0,0
352,0,0,0,0,0,0
352.25,0,0,0,0,0,0
352.5,0,0,0,0,0,0
352.75,0,0,0,0,0,0
353,0,0,0,0,0,0
353.25,0,0,0,0,0,0
353.5,0,0,0,0,0,0
353.75,0,0,0,0,0,0
354,0,0,0,0,0,0
354.25,0,0,0,0,0,0
354.5,0,0,0,0,0,0
354.75,0,0,0,0,0,0
355,0,0,0,0,0,0
355.25,0,0,0,0,0,0
355.5,0,0,0,0,0,0
355.75,0,0,0,0,0,0
356,0,0,0,0,0,0
356.25,0,0,0,0,0,0
356.5,0,0,0,0,0,0
356.75,0,0,0,0,0,0
357,0,0,0,0,0,0
357.25,0,0,0,0,0,0
357.5,0,0,0,0,0,0
357.75,0,0,0,0,0,0
358,0,0,0,0,0,0
358.25,0,0,0,0,0,0
358.5,0,0,0,0,0,0
358.75,0,0,0,0,0,0
359,0,0,0,0,0,0
359.25,0,0,0,0,0,0
359.5,0,0,0,0,0,0
359.75,0,0,0,0,0,0
360,0,0,0,0,0,0
360.25,0,0,0,0,0,0
360.5,0,0,0,0,0,0
360.75,0,0,0,0,0,0
361,0,0,0,0,0,0
361.25,0,0,0,0,0,0
361.5,0,0,0,0,0,0
361.75,0,0,0,0,0,0
362,0,0,0,0,0,0
362.25,0,0,0,0,0,0
362.5,0,0,0,0,0,0
362.75,0,0,0,0,0,0
363,0,0,0,0,0,0
363.25,0,0,0,0,0,0
363.5,0,0,0,0,0,0
363.75,0,0,0,0,0,0
364,0,0,0,0,0,0
364.25,0,0,0,0,0,0
364.5,0,0,0,0,0,0
364.75,0,0,0,0,0,0
365,0,0,0,0,0,0
365.25,0,0,0,0,0,0
365.5,0,0,0,0,0,0
365.75,0,0,0,0,0,0
366,0,0,0,0,0,0
366.25,0,0,0,0,0,0
366.5,0,0,0,0,0,0
366.75,0,0,0,0,0,0
367,0,0,0,0,0,0
367.25,0,0,0,0,0,0
367.5,0,0,0,0,0,0
367.75,0,0,0,0,0,0
368,0,0,0,0,0,0
368.25,0,0,0,0,0,0
368.5,0,0,0,0,0,0
368.75,0,0,0,0,0,0
369,0,0,0,0,0,0
369.25,0,0,0,0,0,0
369.5,0,0,0,0,0,0
369.75,0,0,0,0,0,0
370,0,0,0,0,0,0
370.25,0,0,0,0,0,0
370.5,0,0,0,0,0,0
370.75,0,0,0,0,0,0
371,0,0,0,0,0,0
371.25,0,0,0,0,0,0
371.5,0,0,0,0,0,0
371.75,0,0,0,0,0,0
372,0,0,0,0,0,0
372.25,0,0,0,0,0,0
372.5,0,0,0,0,0,0
372.75,0,0,0,0,0,0
373,0,0,0,0,0,0
373.25,0,0,0,0,0,0
373.5,0,0,0,0,0,0
373.75,0,0,0,0,0,0
374,0,0,0,0,0,0
374.25,0,0,0,0,0,0
374.5,0,0,0,0,0,0
374.75,0,0,0,0,0,0
375,0,0,0,0,0,0
375.25,0,0,0,0,0,0
375.5,0,0,0,0,0,0
375.75,0,0,0,0,0,0
376,0,0,0,0,0,0
376.25,0,0,0,0,0,0
376.5,0,0,0,0,0,0
376.75,0,0,0,0,0,0
377,0,0,0,0,0,0
377.25,0,0,0,0,0,0
377.5,0,0,0,0,0,0
377.75,0,0,0,0,0,0
378,0,0,0,0,0,0
378.25,0,0,0,0,0,0
378.5,0,0,0,0,0,0
378.75,0,0,0,0,0,0
379,0,0,0,0,0,0
379.25,0,0,0,0,0,0
379.5,0,0,0,0,0,0
379.75,0,0,0,0,0,0
380,0,0,0,0,0,0
380.25,0,0,0,0,0,0
380.5,0,0,0,0,0,0
380.75,0,0,0,0,0,0
381,0,0,0,0,0,0
381.25,0,0,0,0,0,0
381.5,0,0,0,0,0,0
381.75,0,0,0,0,0,0
382,0,0,0,0,0,0
382.25,0,0,0,0,0,0
382.5,0,0,0,0,0,0
382.75,0,0,0,0,0,0
383,0,0,0,0,0,0
383.25,0,0,0,0,0,0
383.5,0,0,0,0,0,0
383.75,0,0,0,0,0,0
384,0,0,0,0,0,0
384.25,0,0,0,0,0,0
384.5,0,0,0,0,0,0
384.75,0,0,0,0,0,0
385,0,0,0,0,0,0
385.25,0,0,0,0,0,0
385.5,0,0,0,0,0,0
385.75,0,0,0,0,0,0
386,0,0,0,0,0,0
386.25,0,0,0,0,0,0
386.5,0,0,0,0,0,0
386.75,0,0,0,0,0,0
387,0,0,0,0,0,0
387.25,0,0,0,0,0,0
387.5,0,0,0,0,0,0
387.75,0,0,0,0,0,0
388,0,0,0,0,0,0
388.25,0,0,0,0,0,0
388.5,0,0,0,0,0,0
388.75,0,0,0,0,0,0
389,0,0,0,0,0,0
389.25,0,0,0,0,0,0
389.5,0,0,0,0,0,0
389.75,0,0,0,0,0,0
390,0,0,0,0,0,0
390.25,0,0,0,0,0,0
390.5,0,0,0,0,0,0
390.75,0,0,0,0,0,0
391,0,0,0,0,0,0
391.25,0,0,0,0,0,0
391.5,0,0,0,0,0,0
391.75,0,0,0,0,0,0
392,0,0,0,0,0,0
392.25,0,0,0,0,0,0
392.5,0,0,0,0,0,0
392.75,0,0,0,0,0,0
393,0,0,0,0,0,0
393.25,0,0,0,0,0,0
393.5,0,0,0,0,0,0
393.75,0,0,0,0,0,0
394,0,0,0,0,0,0
394.25,0,0,0,0,0,0
394.5,0,0,0,0,0,0
394.75,0,0,0,0,0,0
395,0,0,0,0,0,0
395.25,0,0,0,0,0,0
395.5,0,0,0,0,0,0
395.75,0,0,0,0,0,0
396,0,0,0,0,0,0
396.25,0,0,0,0,0,0
396.5,0,0,0,0,0,0
396.75,0,0,0,0,0,0
397,0,0,0,0,0,0
397.25,0,0,0,0,0,0
397.5,0,0,0,0,0,0
397.75,0,0,0,0,0,0
398,0,0,0,0,0,0
398.25,0,0,0,0,0,0
398.5,0,0,0,0,0,0
398.75,0,0,0,0,0,0
399,0,0,0,0,0,0
399.25,0,0,0,0,0,0
399.5,0,0,0,0,0,0
399.75,0,0,0,0,0,0
400,0,0,0,0,0,0
400.25,0,0,0,0,0,0
400.5,0,0,0,0,0,0
400.75,0,0,0,0,0,0
401,0,0,0,0,0,0
401.25,0,0,0,0,0,0
401.5,0,0,0,0,0,0
401.75,0,0,0,0,0,0
402,0,0,0,0,0,0
402.25,0,0,0,0,0,0
402.5,0,0,0,0,0,0
402.75,0,0,0,0,0,0
403,0,0,0,0,0,0
403.25,0,0,0,0,0,0
403.5,0,0,0,0,0,0
403.75,0,0,0,0,0,0
404,0,0,0,0,0,0
404.25,0,0,0,0,0,0
404.5,0,0,0,0,0,0
404.75,0,0,0,0,0,0
405,0,0,0,0,0,0
405.25,0,0,0,0,0,0
405.5,0,0,0,0,0,0
405.75,0,0,0,0,0,0
406,0,0,0,0,0,0
406.25,0,0,0,0,0,0
406.5,0,0,0,0,0,0
406.75,0,0,0,0,0,0
407,0,0,0,0,0,0
407.25,0,0,0,0,0,0
407.5,0,0,0,0,0,0
407.75,0,0,0,0,0,0
408,0,0,0,0,0,0
408.25,0,0,0,0,0,0
408.5,0,0,0,0,0,0
408.75,0,0,0,0,0,0
409,0,0,0,0,0,0
409.25,0,0,0,0,0,0
409.5,0,0,0,0,0,0
409.75,0,0,0,0,0,0
410,0,0,0,0,0,0
410.25,0,0,0,0,0,0
410.5,0,0,0,0,0,0
410.75,0,0,0,0,0,0
411,0,0,0,0,0,0
411.25,0,0,0,0,0,0
411.5,0,0,0,0,0,0
411.75,0,0,0,0,0,0
412,0,0,0,0,0,0
412.25,0,0,0,0,0,0
412.5,0,0,0,0,0,0
412.75,0,0,0,0,0,0
413,0,0,0,0,0,0
413.25,0,0,0,0,0,0
413.5,0,0,0,0,0,0
413.75,0,0,0,0,0,0
414,0,0,0,0,0,0
414.25,0,0,0,0,0,0
414.5,0,0,0,0,0,0
414.75,0,0,0,0,0,0
415,0,0,0,0,0,0
415.25,0,0,0,0,0,0
415.5,0,0,0,0,0,0
415.75,0,0,0,0,0,0
416,0,0,0,0,0,0
416.25,0,0,0,0,0,0
416.5,0,0,0,0,0,0
416.75,0,0,0,0,0,0
417,0,0,0,0,0,0
417.25,0,0,0,0,0,0
417.5,0,0,0,0,0,0
417.75,0,0,0,0,0,0
418,0,0,0,0,0,0
418.25,0,0,0,0,0,0
418.5,0,0,0,0,0,0
418.75,0,0,0,0,0,0
419,0,0,0,0,0,0
419.25,0,0,0,0,0,0
419.5,0,0,0,0,0,0
419.75,0,0,0,0,0,0
420,0,0,0,0,0,0
420.25,0,0,0,0,0,0
420.5,0,0,0,0,0,0
420.75,0,0,0,0,0,0
